CMS_id,report,title,journal,date,CTG,category,inspire_id,abstract,keywords,doi,MA_topics
117,EXO-14-006,Search for leptophobic Z' bosons decaying into four-lepton final states in proton-proton collisions at $\sqrt{s} = $ 8 TeV,PLB 773 (2017) 563,2017-01-05,EXO,Exotica,1507892,"A search for heavy narrow resonances decaying into four-lepton final states has been performed using proton–proton collision data at s=8TeV collected by the CMS experiment, corresponding to an integrated luminosity of 19.7 fb−1 . No excess of events over the standard model background expectation is observed. Upper limits for a benchmark model on the product of cross section and branching fraction for the production of these heavy narrow resonances are presented. The limit excludes leptophobic Z′ bosons with masses below 2.5 TeV within the benchmark model. This is the first result to constrain a leptophobic Z′ resonance in the four-lepton channel.","['p p: scattering', 'p p: colliding beams', 'gauge boson: postulated particle', ""Z': cascade decay"", 'lepton: coupling: low', ""Z': mass"", 'narrow resonance', 'final state: (4lepton)', 'benchmark', 'cross section: branching ratio: upper limit', 'background', 'CMS', 'CERN LHC Coll', 'experimental results', '8000 GeV-cms']",10.1016/j.physletb.2017.08.069,"['Resonance', 'Particle physics', 'Physics', 'Lepton', 'Nuclear physics', 'Luminosity (scattering theory)', 'Branching fraction', 'Standard Model', 'Proton', 'Boson', 'Large Hadron Collider']"
116,EXO-16-025,Search for high-mass $\mathrm{ Z }\gamma$ resonances in proton-proton collisions at $\sqrt{s}=$ 8 and 13 TeV using jet substructure techniques,PLB 772 (2017) 363,2016-12-30,EXO,Exotica,1507303,"A search for massive resonances decaying to a Z boson and a photon is performed in events with a hadronically decaying Z boson candidate, separately in light-quark and b quark decay modes, identified using jet substructure and advanced b tagging techniques. Results are based on samples of proton–proton collisions collected with the CMS detector at the LHC at center-of-mass energies of 8 and 13TeV , corresponding to integrated luminosities of 19.7 and 2.7 fb −1 , respectively. The results of the search are combined with those of a similar search in the leptonic decay modes of the Z boson, based on the same data sets. Spin-0 resonances with various widths and with masses in a range between 0.2 and 3.0TeV are considered. No significant excess is observed either in the individual analyses or the combination. The results are presented in terms of upper limits on the production cross section of such resonances and constitute the most stringent limits to date for a wide range of masses.","['p p: scattering', 'p p: colliding beams', 'resonance: massive', 'resonance: radiative decay', 'Z0: hadronic decay', 'bottom: particle identification', 'structure', 'Z0: leptonic decay', 'spin: resonance', 'mass: width', 'CERN LHC Coll', 'photon: associated production', 'CMS', 'channel cross section: upper limit', 'data analysis method', 'experimental results', '8000 GeV-cms', '13000 GeV-cms']",10.1016/j.physletb.2017.06.062,"['Particle physics', 'Physics', 'Bottom quark', 'Photon', 'Nuclear physics', 'Jet (particle physics)', 'b-tagging', 'Standard Model', 'Proton', 'Large Hadron Collider', 'Substructure']"
115,EXO-15-006,Search for heavy gauge W' bosons in events with an energetic lepton and large missing transverse momentum at $ \sqrt{s} = $ 13 TeV,PLB 770 (2017) 278,2016-12-29,EXO,Exotica,1507096,"A search is presented for W′ bosons in events with an electron or muon and large missing transverse momentum, using proton–proton collision data at s=13 TeV collected with the CMS detector in 2015 and corresponding to an integrated luminosity of 2.3 fb−1 . No evidence of an excess of events relative to the standard model expectations is observed. For a W′ boson described by the sequential standard model, upper limits at 95% confidence level are set on the product of the production cross section and branching fraction and lower limits are established on the new boson mass. Masses below 4.1 TeV are excluded combining electron and muon decay channels, significantly improving upon the results obtained with the 8 TeV data. Exclusion limits at 95% confidence level on the product of the W′ production cross section and branching fraction are also derived in combination with the 8 TeV data. Finally, exclusion limits are set for the production of generic W′ bosons decaying into this final state using a model-independent approach.","[""W': hadroproduction"", 'boson: postulated particle', 'boson: heavy', 'boson: mass', 'boson: leptonic decay', 'transverse momentum: missing-energy', ""W': mass"", 'mass: lower limit', 'cross section: branching ratio: upper limit', 'mass dependence', 'CERN LHC Coll', 'CMS', 'experimental results', '13000 GeV-cms']",10.1016/j.physletb.2017.04.043,"['Particle physics', 'Quantum chromodynamics', 'Physics', 'Lepton', 'Nuclear physics', 'Luminosity (scattering theory)', 'Muon', 'Branching fraction', 'Standard Model', 'Boson', 'Large Hadron Collider']"
114,EXO-16-016,Search for heavy neutrinos or third-generation leptoquarks in final states with two hadronically decaying $\tau$ leptons and two jets in proton-proton collisions at $ \sqrt{s} = $ 13 TeV,JHEP 03 (2017) 077,2016-12-05,EXO,Exotica,1501683,"A search for new particles has been conducted using events with two high transverse momentum (p$_{T}$) τ leptons that decay hadronically, at least two high-p$_{T}$ jets, and missing transverse energy from the τ lepton decays. The analysis is performed using data from proton-proton collisions, collected by the CMS experiment in 2015 at $ \sqrt{s}=13 $ TeV, corresponding to an integrated luminosity of 2.1 fb$^{−1}$. The results are interpreted in two physics models. The first model involves heavy right-handed neutrinos, N$_{ℓ}$ (ℓ = e, μ, τ), and right-handed charged bosons, W$_{R}$, arising in a left-right symmetric extension of the standard model. Masses of the W$_{R}$ boson below 2.35 (1.63) TeV are excluded at 95% confidence level, assuming the N$_{τ}$ mass is 0.8 (0.2) times the mass of the W$_{R}$ boson and that only the N$_{τ}$ flavor contributes to the W$_{R}$ decay width. In the second model, pair production of third-generation scalar leptoquarks that decay into ττbb is considered. Third-generation scalar leptoquarks with masses below 740 GeV are excluded, assuming a 100% branching fraction for the leptoquark decay to a τ lepton and a bottom quark. This is the first search at hadron colliders for the third-generation Majorana neutrino, as well as the first search for third-generation leptoquarks in the final state with a pair of hadronically decaying τ leptons and jets.","['p p: scattering', 'p p: colliding beams', 'W: right-handed', 'W: mass', 'mass: lower limit', 'leptoquark: pair production', 'leptoquark: scalar', 'tau: hadronic decay', 'leptoquark: decay', 'leptoquark: mass', 'neutrino: heavy: search for', 'neutrino: massive', 'neutrino: right-handed', 'neutrino: Majorana', 'tau: transverse momentum', 'jet: transverse momentum', 'jet: bottom', 'bottom: pair production', 'transverse momentum: high', 'transverse energy: missing-energy', 'leptoquark: branching ratio', 'channel cross section: branching ratio: upper limit', 'jet: multiple production', 'tau: pair production', 'new particle', 'symmetry: left-right', 'flavor', 'CMS', 'CERN LHC Coll', 'experimental results', 'p p --> 2leptoquark anything', 'leptoquark --> tau bottom', '13000 GeV-cms']",10.1007/JHEP03(2017)077,"['Particle physics', 'Physics', 'Bottom quark', 'Lepton', 'Tau neutrino', 'Nuclear physics', 'Neutrino', 'Leptoquark', 'Branching fraction', 'Pair production', 'Standard Model']"
113,EXO-16-008,Search for heavy resonances decaying to tau lepton pairs in proton-proton collisions at $\sqrt{s} = $ 13 TeV,JHEP 02 (2017) 048,2016-11-20,EXO,Exotica,1499476,"A search for heavy resonances that decay to tau lepton pairs is performed using proton-proton collisions at $\sqrt{s} = 13$ TeV. The data were collected with the CMS detector at the CERN LHC and correspond to an integrated luminosity of 2.2 inverse femtobarns. The observations are in agreement with standard model predictions. An upper limit at 95% confidence level on the product of the production cross section and branching fraction into tau lepton pairs is calculated as a function of the resonance mass. For the sequential standard model, the presence of Z' bosons decaying into tau lepton pairs is excluded for Z' masses below 2.1 TeV, extending previous limits for this final state. For the topcolor-assisted technicolor model, which predicts Z bosons that preferentially couple to third-generation fermions, Z' masses below 1.7 TeV are excluded, representing the most stringent limit to date.","['p p: colliding beams', ""Z': mass"", 'mass: lower limit', 'resonance: heavy', 'resonance: leptonic decay', 'p p: scattering', 'tau: pair production', 'resonance: mass', 'family: 3', 'cross section: branching ratio: upper limit', 'mass dependence', 'CERN LHC Coll', 'technicolor', 'CERN Lab', 'CMS', 'experimental results', '13000 GeV-cms']",10.1007/JHEP02(2017)048,"['Particle physics', 'Physics', 'Lepton', 'Nuclear physics', 'Branching fraction', 'Standard Model', 'Fermion', 'Proton', 'Technicolor', 'Boson', 'Large Hadron Collider']"
112,EXO-16-032,Search for dijet resonances in proton-proton collisions at $\sqrt{s}=$ 13 TeV and constraints on dark matter and other models,PLB 769 (2017) 520,2016-11-11,EXO,Exotica,1497514,"A search is presented for narrow resonances decaying to dijet final states in proton–proton collisions at s=13TeV using data corresponding to an integrated luminosity of 12.9 fb −1 . The dijet mass spectrum is well described by a smooth parameterization and no significant evidence for the production of new particles is observed. Upper limits at 95% confidence level are reported on the production cross section for narrow resonances with masses above 0.6 TeV. In the context of specific models, the limits exclude string resonances with masses below 7.4 TeV, scalar diquarks below 6.9 TeV, axigluons and colorons below 5.5 TeV, excited quarks below 5.4 TeV, color-octet scalars below 3.0 TeV, W′ bosons below 2.7 TeV, Z′ bosons below 2.1 TeV and between 2.3 and 2.6 TeV, and RS gravitons below 1.9 TeV. These extend previous limits in the dijet channel. Vector and axial-vector mediators in a simplified model of interactions between quarks and dark matter are excluded below 2.0 TeV. The first limits in the dijet channel on dark matter mediators are presented as functions of dark matter mass and are compared to the exclusions of dark matter in direct detection experiments.","['p p: scattering', 'p p: colliding beams', 'dark matter: mass', 'dark matter: mediation', 'dijet: mass spectrum', 'dijet: final state', 'interaction: model', 'new particle: production', 'string: resonance', 'diquark: scalar', 'narrow resonance', 'resonance: mass: lower limit', 'dark matter: direct detection', 'parametrization', 'coupling: axial-vector', 'coupling: vector', 'gravitation', 'axigluon', 'graviton', 'coloron', 'experimental results', '13000 GeV-cms']",10.1016/j.physletb.2017.02.012,"['Physics', 'Nuclear physics', 'Forestry']"
111,EXO-16-021,Search for high-mass Z$\gamma$ resonances in $\mathrm{ e }^+\mathrm{ e }^-\gamma$ and $\mu^+\mu^-\gamma$ final states in proton-proton collisions at $\sqrt{s}= $ 8 and 13 TeV,JHEP 01 (2017) 076,2016-10-10,EXO,Exotica,1490903,"This paper describes the search for a high-mass narrow-width scalar particle decaying into a Z boson and a photon. The analysis is performed using proton-proton collision data recorded with the CMS detector at the LHC at center-of-mass energies of 8 and 13 TeV, corresponding to integrated luminosities of 19.7 and 2.7 fb$^{−1}$, respectively. The Z bosons are reconstructed from opposite-sign electron or muon pairs. No statistically significant deviation from the standard model predictions has been found in the 200-2000 GeV mass range. Upper limits at 95% confidence level have been derived on the product of the scalar particle production cross section and the branching fraction of the Z decaying into electrons or muons, which range from 280 to 20 fb for resonance masses between 200 and 2000 GeV.","['p p: scattering', 'p p: colliding beams', 'narrow resonance: mass', 'resonance: radiative decay', 'Z0: leptonic decay', 'scalar particle: production', 'muon: pair production', 'electron: pair production', 'cross section: branching ratio: upper limit', 'CERN LHC Coll', 'photon: associated production', 'CMS', 'experimental results', '8000 GeV-cms', '13000 GeV-cms']",10.1007/JHEP01(2017)076,
110,EXO-15-010,Search for long-lived charged particles in proton-proton collisions at $\sqrt{s}=$ 13 TeV,PRD 94 (2016) 112004,2016-09-27,EXO,Exotica,1488280,"Results are presented of a search for heavy stable charged particles produced in proton-proton collisions at s=13  TeV using a data sample corresponding to an integrated luminosity of 2.5  fb-1 collected in 2015 with the CMS detector at the CERN LHC. The search is conducted using signatures of anomalously high energy deposits in the silicon tracker and long time-of-flight measurements by the muon system. The data are consistent with the expected background, and upper limits are set on the cross sections for production of long-lived gluinos, top squarks, tau sleptons, and leptonlike long-lived fermions. These upper limits are equivalently expressed as lower limits on the masses of new states; the limits for gluinos, ranging up to 1610 GeV, are the most stringent to date. Limits on the cross sections for direct pair production of long-lived tau sleptons are also determined.","['p p: scattering', 'p p: colliding beams', 'postulated particle', 'gluino: long-lived', 'charged particle: long-lived: search for', 'charged particle: stability', 'energy: high', 'slepton: pair production', 'tracking detector', 'charged particle: pair production', 'time-of-flight', 'CERN LHC Coll', 'background', 'charged particle: lifetime', 'channel cross section: upper limit', 'mass: lower limit', 'signature', 'CERN Lab', 'silicon', 'squark: pair production', 'CMS', 'experimental results', '13000 GeV-cms']",10.1103/PhysRevD.94.112004,
109,EXO-15-005,Search for narrow resonances in dilepton mass spectra in proton-proton collisions at $ \sqrt{s} = $ 13 TeV and combination with 8 TeV data,PLB 768 (2017) 57,2016-09-18,EXO,Exotica,1487279,"A search for narrow resonances in dielectron and dimuon invariant mass spectra has been performed using data obtained from proton–proton collisions at s=13 TeV collected with the CMS detector. The integrated luminosity for the dielectron sample is 2.7 fb −1 and for the dimuon sample 2.9 fb −1 . The sensitivity of the search is increased by combining these data with a previously analyzed set of data obtained at s=8 TeV and corresponding to a luminosity of 20 fb −1 . No evidence for non-standard-model physics is found, either in the 13 TeV data set alone, or in the combined data set. Upper limits on the product of production cross section and branching fraction have also been calculated in a model-independent manner to enable interpretation in models predicting a narrow dielectron or dimuon resonance structure. Limits are set on the masses of hypothetical particles that could appear in new-physics scenarios. For the ZSSM′ particle, which arises in the sequential standard model, and for the superstring inspired Zψ′ particle, 95% confidence level lower mass limits for the combined data sets and combined channels are found to be 3.37 and 2.82 TeV, respectively. The corresponding limits for the lightest Kaluza–Klein graviton arising in the Randall–Sundrum model of extra dimensions with coupling parameters 0.01 and 0.10 are 1.46 and 3.11 TeV, respectively. These results significantly exceed the limits based on the 8 TeV LHC data.","['p p: scattering', 'p p: colliding beams', 'muon: pair production', 'electron: pair production', 'dimuon: resonance', 'dilepton: mass spectrum', 'graviton: Kaluza-Klein', 'narrow resonance', 'Randall-Sundrum model', 'mass spectrum: (muon+ muon-)', 'mass spectrum: (electron positron)', 'higher-dimensional', 'cross section: branching ratio: upper limit', 'mass: lower limit', 'gravitation', 'sensitivity', 'superstring', 'new physics', 'structure', 'CMS', 'CERN LHC Coll', 'experimental results', '13000 GeV-cms']",10.1016/j.physletb.2017.02.010,"['Particle physics', 'Physics', 'Invariant mass', 'Physics beyond the Standard Model', 'Coupling (probability)', 'Randall–Sundrum model', 'Extra dimensions', 'Compact Muon Solenoid', 'Branching fraction', 'Large Hadron Collider']"
108,EXO-16-027,Search for high-mass diphoton resonances in proton-proton collisions at 13 TeV and combination with 8 TeV search,PLB 767 (2017) 147,2016-09-08,EXO,Exotica,1485702,"A search for the resonant production of high-mass photon pairs is presented. The search focuses on spin-0 and spin-2 resonances with masses between 0.5 and 4.5 TeV, and with widths, relative to the mass, between 1.4×10−4 and 5.6×10−2 . The data sample corresponds to an integrated luminosity of 12.9 fb−1 of proton–proton collisions collected with the CMS detector in 2016 at a center-of-mass energy of 13 TeV. No significant excess is observed relative to the standard model expectation. The results of the search are combined statistically with those previously obtained in 2012 and 2015 at s=8 and 13 TeV, respectively, corresponding to integrated luminosities of 19.7 and 3.3 fb−1 , to derive exclusion limits on scalar resonances produced through gluon–gluon fusion, and on Randall–Sundrum gravitons. The lower mass limits for Randall–Sundrum gravitons range from 1.95 to 4.45 TeV for coupling parameters between 0.01 and 0.2. These are the most stringent limits on Randall–Sundrum graviton production to date.","['p p: scattering', 'p p: colliding beams', 'resonance: hadroproduction', 'narrow resonance', 'new particle: production', 'resonance: heavy', 'spin: resonance', 'resonance: mass', 'resonance: width', 'resonance: scalar', 'resonance: radiative decay', 'gluon gluon: fusion', 'Randall-Sundrum model', 'gravitation', 'mass spectrum: two-photon', 'photon: pair production', 'graviton: mass: lower limit', 'cross section: branching ratio: upper limit', 'CMS', 'CERN LHC Coll', 'experimental results', '13000 GeV-cms']",10.1016/j.physletb.2017.01.027,"['Physics', 'Nuclear physics', 'High mass', 'Forestry']"
107,EXO-13-001,Search for new phenomena in events with high jet multiplicity and low missing transverse momentum in proton-proton collisions at $\sqrt{s} = $ 8 TeV,PLB 770 (2017) 257,2016-08-03,EXO,Exotica,1479163,"A dedicated search is presented for new phenomena in inclusive 8- and 10-jet final states with low missing transverse momentum, with and without identification of jets originating from b quarks. The analysis is based on data from proton–proton collisions corresponding to an integrated luminosity of 19.7fb−1 collected with the CMS detector at the LHC at s=8TeV . The dominant multijet background expectations are obtained from low jet multiplicity control samples. Data agree well with the standard model background predictions, and limits are set in several benchmark models. Colorons (axigluons) with masses between 0.6 and 0.75 (up to 1.15) TeV are excluded at 95% confidence level. Similar exclusion limits for gluinos in R -parity violating supersymmetric scenarios are from 0.6 up to 1.1 TeV. These results comprise the first experimental probe of the coloron and axigluon models in multijet final states.","['p p: colliding beams', 'transverse momentum: missing-energy', 'jet: multiple production', 'p p: scattering', 'jet: multiplicity: high', 'new physics: search for', 'R parity: violation', 'background', 'axigluon: mass', 'coloron: mass', 'mass: lower limit', 'CERN LHC Coll', 'supersymmetry', 'benchmark', 'gluino: mass', 'CMS', 'experimental results', '8000 GeV-cms']",10.1016/j.physletb.2017.01.073,
106,EXO-12-055,Search for dark matter in proton-proton collisions at 8 TeV with missing transverse momentum and vector boson tagged jets,JHEP 12 (2016) 083 [Erratum: JHEP 08 (2017) 035],2016-07-20,EXO,Exotica,1477207,"A search is presented for an excess of events with large missing transverse momentum in association with at least one highly energetic jet, in a data sample of proton-proton collisions at a centre-of-mass energy of 8 TeV. The data correspond to an integrated luminosity of 19.7 fb$^{−1}$ collected by the CMS experiment at the LHC. The results are interpreted using a set of simplified models for the production of dark matter via a scalar, pseudoscalar, vector, or axial vector mediator. Additional sensitivity is achieved by tagging events consistent with the jets originating from a hadronically decaying vector boson. This search uses jet substructure techniques to identify hadronically decaying vector bosons in both Lorentz-boosted and resolved scenarios. This analysis yields improvements of 80% in terms of excluded signal cross sections with respect to the previous CMS analysis using the same data set. No significant excess with respect to the standard model expectation is observed and limits are placed on the parameter space of the simplified models. Mediator masses between 80 and 400 GeV in the scalar and pseudoscalar models, and up to 1.5 TeV in the vector and axial vector models, are excluded.","['p p: scattering', 'p p: colliding beams', 'dark matter: direct production', 'vector boson: hadronic decay', 'transverse momentum: missing-energy', 'dark matter: coupling', 'coupling: axial-vector', 'coupling: pseudoscalar', 'coupling: scalar', 'coupling: vector', 'CMS', 'CERN LHC Coll', 'sensitivity', 'mediation', 'structure', 'data analysis method', 'experimental results', '8000 GeV-cms']",10.1007/JHEP12(2016)083,"['Pseudovector', 'Pseudoscalar', 'Physics', 'Vector boson', 'Higgs boson', 'Nuclear physics', 'Compact Muon Solenoid', 'Scalar (mathematics)', 'Boson', 'Large Hadron Collider']"
105,EXO-16-018,Search for resonant production of high-mass photon pairs in proton-proton collisions at $\sqrt{s} = $ 8 and 13 TeV,PRL 117 (2016) 051802,2016-06-13,EXO,Exotica,1469073,"A search for the resonant production of high-mass photon pairs is presented. The analysis is based on samples of proton-proton collision data collected by the CMS experiment at center-of-mass energies of 8 and 13 TeV, corresponding to integrated luminosities of 19.7 and 3.3  fb-1, respectively. The interpretation of the search results focuses on spin-0 and spin-2 resonances with masses between 0.5 and 4 TeV and with widths, relative to the mass, between 1.4×10-4 and 5.6×10-2. Limits are set on scalar resonances produced through gluon-gluon fusion, and on Randall-Sundrum gravitons. A modest excess of events compatible with a narrow resonance with a mass of about 750 GeV is observed. The local significance of the excess is approximately 3.4 standard deviations. The significance is reduced to 1.6 standard deviations once the effect of searching under multiple signal hypotheses is considered. More data are required to determine the origin of this excess.","['p p: colliding beams', 'resonance: hadroproduction', 'resonance: radiative decay', 'p p: scattering', 'resonance: scalar', 'gluon gluon: fusion', 'photon: pair production', 'spin: resonance', 'resonance: width', 'resonance: mass', 'Randall-Sundrum model', 'narrow resonance', 'gravitation', 'graviton', 'CMS', 'CERN LHC Coll', 'experimental results', '8000 GeV-cms', '13000 GeV-cms']",10.1103/PhysRevLett.117.051802,
104,EXO-14-005,Search for narrow resonances in dijet final states at $\sqrt{s}= $ 8 TeV with the novel CMS technique of data scouting,PRL 117 (2016) 031802,2016-04-30,EXO,Exotica,1454081,"A search for narrow resonances decaying into dijet final states is performed on data from proton-proton collisions at a center-of-mass energy of 8 TeV, corresponding to an integrated luminosity of 18.8  fb-1. The data were collected with the CMS detector using a novel technique called data scouting, in which the information associated with these selected events is much reduced, permitting collection of larger data samples. This technique enables CMS to record events containing jets at a rate of 1 kHz, by collecting the data from the high-level-trigger system. In this way, the sensitivity to low-mass resonances is increased significantly, allowing previously inaccessible couplings of new resonances to quarks and gluons to be probed. The resulting dijet mass distribution yields no evidence of narrow resonances. Upper limits are presented on the resonance cross sections as a function of mass, and compared with a variety of models predicting narrow resonances. The limits are translated into upper limits on the coupling of a leptophobic resonance ZB′ to quarks, improving on the results obtained by previous experiments for the mass range from 500 to 800 GeV.","['p p: colliding beams', 'dijet: final state', 'resonance: coupling', 'dijet: mass spectrum', 'p p: scattering', 'narrow resonance', 'mass dependence', 'channel cross section: upper limit', 'coupling constant: upper limit', 'CMS', 'CERN LHC Coll', 'sensitivity', 'lepton: coupling: low', 'data analysis method', 'experimental results', '8000 GeV-cms']",10.1103/PhysRevLett.117.031802,
103,EXO-13-002,Search for lepton flavour violating decays of heavy resonances and quantum black holes to an $\mathrm{ e }\mu$ pair in proton-proton collisions at $ \sqrt{s} = $ 8 TeV,EPJC 76 (2016) 317,2016-04-16,EXO,Exotica,1448302,"A search for narrow resonances decaying to an electron and a muon is presented. The $\mathrm {e}$ ${\mu }$ mass spectrum is also investigated for non-resonant contributions from the production of quantum black holes (QBHs). The analysis is performed using data corresponding to an integrated luminosity of 19.7 $~\text {fb}^\text {-1}$ collected in proton-proton collisions at a centre-of-mass energy of 8 $~\text {TeV}$ with the CMS detector at the LHC. With no evidence for physics beyond the standard model in the invariant mass spectrum of selected $\mathrm {e}\mu $ pairs, upper limits are set at 95  $\%$ confidence level on the product of cross section and branching fraction for signals arising in theories with charged lepton flavour violation. In the search for narrow resonances, the resonant production of a $\mathrm {\tau }$ sneutrino in R-parity violating supersymmetry is considered. The $\mathrm {\tau }$ sneutrino is excluded for masses below 1.28 $~\text {TeV}$ for couplings $\lambda _{132}=\lambda _{231}=\lambda '_{311}=0.01$ , and below 2.30 $~\text {TeV}$ for $\lambda _{132}=\lambda _{231}=0.07$ and $\lambda '_{311}=0.11$ . These are the most stringent limits to date from direct searches at high-energy colliders. In addition, the resonance searches are interpreted in terms of a model with heavy partners of the ${\mathrm {Z}} $ boson and the photon. In a framework of TeV-scale quantum gravity based on a renormalization of Newton’s constant, the search for non-resonant contributions to the $\mathrm {e}$ ${\mu }$ mass spectrum excludes QBH production below a threshold mass $M_{\mathrm {th}}$ of 1.99 $~\text {TeV}$ . In models that invoke extra dimensions, the bounds range from 2.36 $~\text {TeV}$ for one extra dimension to 3.63 $~\text {TeV}$ for six extra dimensions. This is the first search for QBHs decaying into the $\mathrm {e}$ ${\mu }$ final state.","['p p: scattering', 'p p: colliding beams', 'lepton: flavor: violation', 'black hole: quantum', 'resonance: production', 'R parity: violation', 'resonance: heavy', 'sneutrino: hadroproduction', 'mass: threshold', 'space-time: higher-dimensional', 'mass spectrum: (electron muon)', 'narrow resonance', 'sneutrino/tau: mass', 'mass: lower limit', 'renormalization', 'quantum gravity', 'cross section: branching ratio: upper limit', 'CERN LHC Coll', 'supersymmetry', 'CMS', 'experimental results', '8000 GeV-cms']",10.1140/epjc/s10052-016-4149-y,
102,EXO-14-004,Search for dark matter particles in proton-proton collisions at $\sqrt{s} =$ 8 TeV using the razor variables,JHEP 12 (2016) 088,2016-03-29,EXO,Exotica,1436367,"A search for dark matter particles directly produced in proton-proton collisions recorded by the CMS experiment at the LHC is presented. The data correspond to an integrated luminosity of 18.8 fb$^{−1}$, at a center-of-mass energy of 8 TeV. The event selection requires at least two jets and no isolated leptons. The razor variables are used to quantify the transverse momentum balance in the jet momenta. The study is performed separately for events with and without jets originating from b quarks. The observed yields are consistent with the expected backgrounds and, depending on the nature of the production mechanism, dark matter production at the LHC is excluded at 90% confidence level for a mediator mass scale Λ below 1 TeV. The use of razor variables yields results that complement those previously published.","['p p: scattering', 'p p: colliding beams', 'dark matter: direct production', 'WIMP: pair production', 'mass: scale', 'CERN LHC Coll', 'jet: transverse momentum', 'transverse momentum: missing-energy', 'background', 'mediation', 'CMS', 'cross section: upper limit', 'shape analysis: jet', 'data analysis method', 'experimental results', '8000 GeV-cms']",10.1007/JHEP12(2016)088,"['Particle physics', 'Supersymmetry', 'Physics', 'Dark matter', 'Lepton', 'Neutrino', 'Jet (particle physics)', 'Compact Muon Solenoid', 'Engineering physics', 'Quark', 'Large Hadron Collider']"
101,EXO-14-014,Search for heavy Majorana neutrinos in $\mathrm{ e^\pm e^\pm }$+ jets and $\mathrm{ e^\pm \mu^\pm }$+ jets events in proton-proton collisions at $\sqrt{s} =$ 8 TeV,JHEP 04 (2016) 169,2016-03-07,EXO,Exotica,1426525,"A search is performed for heavy Majorana neutrinos (N) decaying into a W boson and a lepton using the CMS detector at the Large Hadron Collider. A signature of two jets and either two same sign electrons or a same sign electron-muon pair is searched for using 19.7 fb$^{−1}$ of data collected during 2012 in proton-proton collisions at a centre-of-mass energy of 8 TeV. The data are found to be consistent with the expected standard model (SM) background and, in the context of a Type-1 seesaw mechanism, upper limits are set on the cross section times branching fraction for production of heavy Majorana neutrinos in the mass range between 40 and 500 GeV. The results are additionally interpreted as limits on the mixing between the heavy Majorana neutrinos and the SM neutrinos. In the mass range considered, the upper limits range between 0.00015–0.72 for |V$_{eN}$|$^{2}$ and 6.6 × 10$^{−5}$−0.47 for |V$_{eN}$ V$_{μN}^{∗}$ |$^{2}$/(|V$_{eN}$|$^{2}$ + |V$_{μN}$|$^{2}$), where V$_{ℓN}$ is the mixing element describing the mixing of the heavy neutrino with the SM neutrino of flavour ℓ. These limits are the most restrictive direct limits for heavy Majorana neutrino masses above 200 GeV.","['p p: colliding beams', 'p p: scattering', 'neutrino: heavy', 'neutrino: decay', 'neutrino: Majorana: mass', 'neutrino: flavor', 'jet: signature', 'neutrino: mixing', 'same sign', 'cross section: branching ratio: upper limit', 'CERN LHC Coll', 'electron muon', 'seesaw model', 'background', 'final state: ((n)jet dilepton)', 'CMS', 'experimental results', '8000 GeV-cms']",10.1007/JHEP04(2016)169,"['Sterile neutrino', 'Lepton number', 'Particle physics', 'Physics', 'Lepton', 'Nuclear physics', 'Neutrino', 'MAJORANA', 'Compact Muon Solenoid', 'Seesaw mechanism', 'Standard Model']"
100,EXO-12-053,Search for heavy resonances decaying to two Higgs bosons in final states containing four b quarks,EPJC 76 (2016) 371,2016-02-28,EXO,Exotica,1424833,"A search is presented for narrow heavy resonances X decaying into pairs of Higgs bosons ( ${\mathrm{H}}$ ) in proton-proton collisions collected by the CMS experiment at the LHC at $\sqrt{s}=8\,\text {TeV} $ . The data correspond to an integrated luminosity of 19.7 $\,\text {fb}^{-1}$ . The search considers ${\mathrm{H}} {\mathrm{H}} $ resonances with masses between 1 and 3 $\,\text {TeV}$ , having final states of two b quark pairs. Each Higgs boson is produced with large momentum, and the hadronization products of the pair of b quarks can usually be reconstructed as single large jets. The background from multijet and ${\mathrm{t}}\overline{{\mathrm{t}}}$ events is significantly reduced by applying requirements related to the flavor of the jet, its mass, and its substructure. The signal would be identified as a peak on top of the dijet invariant mass spectrum of the remaining background events. No evidence is observed for such a signal. Upper limits obtained at 95 % confidence level for the product of the production cross section and branching fraction $\sigma ({{\mathrm{g}} {\mathrm{g}}} \rightarrow \mathrm {X})\, \mathcal {B}({\mathrm {X}} \rightarrow {\mathrm{H}} {\mathrm{H}} \rightarrow {\mathrm{b}} \overline{{\mathrm{b}}} {\mathrm{b}} \overline{{\mathrm{b}}} )$ range from 10 to 1.5 $\text {\,fb}$ for the mass of X from 1.15 to 2.0 $\,\text {TeV}$ , significantly extending previous searches. For a warped extra dimension theory with a mass scale $\Lambda _\mathrm {R} = 1$ $\,\text {TeV}$ , the data exclude radion scalar masses between 1.15 and 1.55 $\,\text {TeV}$ .","['p p: colliding beams', 'resonance: heavy', 'mass: scalar', 'bottom: 2', 'bottom: final state', 'bottom: particle identification', 'jet: multiple production', 'jet: flavor', 'top: pair production', 'space-time: warped', 'p p: scattering', 'Higgs particle: pair production', 'background', 'higher-dimensional', 'cross section: branching ratio: upper limit', 'CERN LHC Coll', 'dijet: mass spectrum', 'hadronization', 'structure', 'radion', 'CMS', 'experimental results', '8000 GeV-cms']",10.1140/epjc/s10052-016-4206-6,
